"Museumsname"	"Standort"	"Lat"	"Long"	"object"	"Hersteller.Künstler"	"Land.Ort"	"Lat_origin"	"Long_origin"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Türkei"	"Türkei"	"41.0118"	"28.9672"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Tibet"	"Tibet"	"29.6957"	"91.1714"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Indien (Assam)"	"Indien"	"26.4303"	"93.2545"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"osmanisch"	"osmanisch"	"41.0118"	"28.9672"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Kamerun (Grasland)"	"Kamerun"	"3.8414"	"11.4921"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Kamerun (Grasland)"	"Kamerun"	"3.8414"	"11.4921"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"Opiumnadel"	"China"	"China"	"39.9064"	"116.3913"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Kamerun (Grasland)"	"Kamerun"	"3.8414"	"11.4921"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Kamerun"	"Kamerun"	"7.405"	"12.287"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Afrika West"	"Westafrika"	"6.1582"	"1.2406"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"domestic"	"Türkei"	"Türkei"	"41.0118"	"28.9672"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Kamerun (Grasland)"	"Kamerun"	"3.8414"	"11.4921"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Borneo"	"Borneo"	"-2.3348"	"110.9892"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Salomoninseln (Guadalcanar)"	"Salomoninseln"	"-9.4486"	"159.9678"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Salomoninseln (Guadalcanar)"	"Salomoninseln"	"-9.4486"	"159.9678"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Salomoninseln (Guadalcanar)"	"Salomoninseln"	"-9.4486"	"159.9678"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Tennessee"	"Nordamerika"	"36.1832"	"-86.7803"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Wisconsin"	"Nordamerika"	"43.0778"	"-89.3824"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Armenien"	"Armenien"	"40.1599"	"44.5222"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"domestic"	"Nepal"	"Nepal"	"27.7091"	"85.3209"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Salomoninseln (Guadalcanar)"	"Salomoninseln"	"-9.4486"	"159.9678"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Kamerun (Grasland)"	"Kamerun"	"3.8414"	"11.4921"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Kamerun (Grasland)"	"Kamerun"	"3.8414"	"11.4921"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Kamerun (Grasland)"	"Kamerun"	"3.8414"	"11.4921"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Kamerun (Grasland)"	"Kamerun"	"3.8414"	"11.4921"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Kamerun (Grasland)"	"Kamerun"	"3.8414"	"11.4921"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Kamerun (Grasland)"	"Kamerun"	"3.8414"	"11.4921"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"Goldgewicht"	"Ghana"	"Ghana"	"5.5929"	"-0.1754"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Nordkamerun"	"Kamerun"	"9.3124"	"13.3941"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Afrika West"	"Westafrika"	"6.1582"	"1.2406"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"clothing"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Iran"	"Iran"	"35.6922"	"51.3910"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Sanza"	"Afrika Süd / Afrika Zentral"	"Südafrika"	"-9.5159"	"17.8156"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Bali"	"Bali"	"-8.6717"	"115.2236"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Indien-Orissa Parlakhimundi (?)"	"Indien"	"18.7803"	"84.0895"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Bali"	"Bali"	"-8.6717"	"115.2236"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Persien"	"Persien"	"35.6922"	"51.3910"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Krummdoch (hangar)
mit Scheide"	"Irak"	"Irak"	"33.3224"	"44.3820"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Asien (?)"	"Asien"	"43.8551"	"87.6316"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Kuttar m. Scheide"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Zaire"	"Zaire"	"-4.2695"	"15.2712"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Persien"	"Persien"	"35.6922"	"51.3910"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Kris-Scheide"	"Sumatra"	"Sumatra"	"3.6450"	"98.6695"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Scheide"	"Kamerun/ Nigeria /Algerien"	"Westafrika"	"13.8102"	"8.9875"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"sikin -
Scheide"	"Sumatra - Atjeh"	"Sumatra"	"3.8850"	"96.5571"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Scheide"	"Kamerun/ Nigeria /Algerien"	"Westafrika"	"13.8102"	"8.9875"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Scheide"	"Asien (?)"	"Asien"	"43.8551"	"87.6316"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Japan (Satsuma)"	"Japan"	"31.9254"	"130.4829"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"tea"	"Syrien/ Irak/Türkei"	"Naher Ostem"	"37.0846"	"42.3362"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Indien (Agrar)"	"Indien"	"27.1728"	"78.0088"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"kleines
Tablett"	"Syrien/Irak/ Türkei"	"Naher Ostem"	"37.0846"	"42.3362"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"music"	"Brunei"	"Brunei"	"4.8859"	"114.9366"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"smoking"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"smoking"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"smoking"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Fächer"	"Nigeria"	"Nigeria"	"9.0694"	"7.4894"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Besatzstücke"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Krageneinsatz"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"wohl Salomonen"	"Salomonen"	"-9.4486"	"159.9678"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ozeanien"	"Ozeanien"	"-11.4878"	"153.4654"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Kamerun/Nigeria/ Algerien"	"Westafrika"	"13.8102"	"8.9875"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Kamerun/ Nigeria/ Algerien"	"Westafrika"	"13.8102"	"8.9875"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"sikin panjang"	"Sumatra - Atjeh"	"Sumatra"	"3.8850"	"96.5571"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Afghanistan"	"Afghanistan"	"34.5307"	"69.1780"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Kris"	"Mittel-Sumatra"	"Sumatra"	"0.5316"	"101.4526"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Türkei (?)"	"Türkei"	"41.0118"	"28.9672"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Zaire (Kongo)"	"Zaire"	"-4.2695"	"15.2712"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Scheide"	"Afrika Ost (Zwischenseengebiet)"	"Ostafrika"	"-5.0167"	"32.8000"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Scheide"	"Afrika Ost (Zwischenseengebiet)"	"Ostafrika"	"-5.0167"	"32.8000"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Ruder"	"Neuguinea"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"music"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Afrika Ost"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Afrika Ost"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Afrika Ost"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Afrika Süd"	"Südafrika"	"-33.9291"	"18.4174"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Afrika Süd"	"Südafrika"	"-33.9291"	"18.4174"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Afrika Süd"	"Südafrika"	"-33.9291"	"18.4174"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Afrika Süd"	"Südafrika"	"-33.9291"	"18.4174"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Afrika SW"	"Südwestafrika"	"-33.9291"	"18.4174"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Kenia"	"Kenia"	"-1.2903"	"36.8471"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Kenia"	"Kenia"	"-1.2903"	"36.8471"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Kenia"	"Kenia"	"-1.2903"	"36.8471"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Kenia"	"Kenia"	"-1.2903"	"36.8471"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"printed"	"Namibia (Swakopmund)"	"Namibia"	"-22.6750"	"14.5311"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"printed"	"Namibia (Swakopmund)"	"Namibia"	"-22.6750"	"14.5311"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Beilage zur Deutsc
Südwestafr. Zeitun
VI Jg. no. 22"	"Namibia, Swakopmund"	"Namibia"	"-22.6750"	"14.5311"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Asien"	"Asien"	"43.8551"	"87.6316"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Namibia/ Angola"	"Südafrika"	"-17.3914"	"15.9082"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"smoking"	"Zwischenseengebiet"	NA	"-5.0167"	"32.8000"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Thailand"	"Thailand"	"13.7622"	"100.4940"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Thailand"	"Thailand"	"13.7622"	"100.4940"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Äthiopien (?)"	"Äthiopien"	"9.0141"	"38.7608"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Chinthe"	"Burma"	"Burma"	"19.7591"	"96.1341"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Chinthe"	"Burma"	"Burma"	"19.7591"	"96.1341"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"furniture"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Sumatra -Hochland v.Padang,"	"Sumatra"	"-0.9158"	"100.3852"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Tablett"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Sumatra -Hochland v.Padang"	"Sumatra"	"-0.9158"	"100.3852"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Sumatra -Hochland v.Padang"	"Sumatra"	"-0.9158"	"100.3852"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Sumatra -Hochland v.Padang"	"Sumatra"	"-0.9158"	"100.3852"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Schild"	"Afrika Ost"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"printed"	"Deutschland"	"Deutschland"	"52.5173"	"13.3889"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"printed"	"Deutschland"	"Deutschland"	"52.5173"	"13.3889"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"printed"	"vermutlich China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"printed"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"printed"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8354"	"39.4574"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8354"	"39.4574"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Südafrika"	"Südafrika"	"-33.9291"	"18.4174"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ost-/ Südost-Afrika"	"Ostafrika"	"-17.8309"	"31.0474"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Kamerun"	"Kamerun"	"3.8414"	"11.4921"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Südafrika"	"Südafrika"	"-33.9291"	"18.4174"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ost-/ Südost-Afrika"	"Ostafrika"	"-17.8309"	"31.0474"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Südafrika"	"Südafrika"	"-33.9291"	"18.4174"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Südafrika"	"Südafrika"	"-33.9291"	"18.4174"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Südafrika"	"Südafrika"	"-33.9291"	"18.4174"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (Aitape Berlinhafen NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (Aitape Berlinhafen NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (Aitape Berlinhafen NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (Aitape Berlinhafen NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (Aitape Berlinhafen NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (Aitape Berlinhafen NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (Aitape Berlinhafen NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
